63,CT Cha b,,5403.00000,24.660,1.98000,165.00,,1.68,0.002
64,CoRoT-1 b,1.50895570,327.35000,16.700,0.38000,805.31,0.95,1.11,7.800
65,CoRoT-10 b,13.24060000,874.00000,10.870,3.70000,345.00,0.89,0.79,3.000
66,CoRoT-11 b,2.99433000,740.51000,16.030,0.99000,560.00,1.27,1.37,2.000
67,CoRoT-12 b,2.82804200,291.43800,16.140,0.41100,1150.00,1.08,1.12,6.300
68,CoRoT-13 b,4.03519000,415.70400,9.920,2.34000,1060.00,1.09,1.01,1.635
69,CoRoT-14 b,1.51214000,2415.40000,12.220,7.30000,1340.00,1.13,1.21,4.200
70,CoRoT-16 b,5.35227000,170.03200,13.110,0.44000,840.00,1.10,1.19,6.730
71,CoRoT-17 b,3.76810000,772.29000,11.430,2.82000,920.00,1.04,1.59,10.700
72,CoRoT-18 b,1.90006930,1102.82000,14.680,2.20000,870.00,0.95,1.00,
73,CoRoT-19 b,3.89713000,352.78000,14.460,0.71000,770.00,1.21,1.65,5.000
74,CoRoT-2 b,1.74299350,1102.82000,16.432,1.47000,200.00,0.96,0.91,2.700
75,CoRoT-20 b,9.24285000,1366.66900,9.420,8.87000,864.31,1.14,1.37,0.100
76,CoRoT-20 c,1675.00000000,5403.11000,12.200,16.40000,864.31,1.14,1.37,0.100
77,CoRoT-22 b,9.75598000,12.20000,4.880,0.24900,592.00,1.10,1.14,3.300
78,CoRoT-23 b,3.63130000,889.90000,11.770,3.00000,600.00,1.14,1.61,7.200
79,CoRoT-24 b,5.11340000,5.70000,3.700,0.90000,600.00,0.91,0.86,11.000
80,CoRoT-24 c,11.75900000,28.00000,5.000,1.30000,600.00,0.91,0.86,11.000
81,CoRoT-25 b,4.86069000,85.81000,12.110,0.15000,1000.00,1.09,1.19,4.500
82,CoRoT-26 b,4.20474000,165.26000,14.120,0.28000,1670.00,1.09,1.79,8.600
83,CoRoT-27 b,3.57532000,3302.11000,11.287,12.60000,1035.15,1.05,1.08,4.210
84,CoRoT-28 b,5.20851000,153.82972,10.705,0.69000,560.00,1.01,1.78,12.000
85,CoRoT-29 b,2.85057000,270.15550,10.088,1.45000,765.00,0.97,0.90,4.500
86,CoRoT-3 b,4.25680000,6883.91000,11.320,26.40000,680.00,1.37,1.56,2.200
87,CoRoT-4 b,9.20205000,228.83000,13.340,0.52500,741.60,1.16,1.17,1.000
88,CoRoT-5 b,4.03789620,148.42000,15.558,0.21700,904.65,1.00,1.19,6.900
89,CoRoT-6 b,8.88659300,940.74000,13.068,2.32000,657.24,1.05,1.02,2.500
90,CoRoT-7 b,0.85359000,3.17830,1.681,6.61000,153.70,0.82,0.83,1.750
91,CoRoT-7 c,3.69800000,8.40000,2.830,2.04000,153.70,0.82,0.83,1.750
92,CoRoT-8 b,6.21229000,69.92000,6.390,1.60000,380.00,0.88,0.77,3.000
93,CoRoT-9 b,95.27265600,266.97720,11.949,0.86000,460.00,0.96,0.96,6.000
94,CoRoTID 223977153 b,6.71837000,47.67450,6.389,1.10000,586.20,1.08,0.79,
95,DENIS-P J082303.1-491201 b,246.36000000,9057.77000,11.900,29.50000,20.77,0.07,,1.000
96,DH Tau b,,3496.00000,30.264,0.69300,140.00,0.33,0.27,0.001
97,DP Leo b,10220.00000000,1995.88832,12.700,5.35000,,0.69,,
98,EPIC 211822797 b,21.16986100,4.58000,1.980,3.24000,187.19,0.66,0.57,0.790
99,EPIC 211945201 b,19.49221000,27.00000,5.760,0.65000,182.69,1.17,1.39,3.990
100,EPIC 220674823 b,0.57133100,8.36000,1.820,8.57000,246.10,0.97,0.98,5.000
101,EPIC 220674823 c,13.33907900,5.80000,2.730,2.00000,246.10,0.97,0.98,5.000
102,EPIC 246851721 b,6.18023500,953.49000,11.781,3.10000,336.70,1.32,1.59,3.020
103,FU Tau b,,5085.28000,12.200,15.40000,140.00,0.05,,0.001
104,Fomalhaut b,555530.00000000,826.30000,13.500,1.85000,7.70,1.92,1.92,0.200
105,GJ 1132 b,1.62893100,1.66000,1.160,6.30000,12.04,0.18,0.21,5.000
106,GJ 1132 c,8.92900000,2.64000,1.430,4.96000,12.04,0.18,0.21,5.000
107,GJ 1148 b,41.38000000,96.70000,11.900,0.31500,11.02,0.35,0.40,
108,GJ 1148 c,532.58000000,68.06000,9.710,0.40900,11.02,0.35,0.40,
109,GJ 1214 b,1.58040456,6.26125,2.847,1.49000,12.95,0.15,0.22,3.000
110,GJ 163 b,8.63182000,10.60000,3.250,1.70000,15.14,0.40,0.43,6.000
111,GJ 163 c,25.63058000,6.80000,2.500,2.39000,15.14,0.40,0.43,6.000
112,GJ 163 d,603.95116000,29.40000,5.920,0.77900,15.14,0.40,0.43,6.000
113,GJ 179 b,2288.00000000,260.61000,13.900,0.53300,12.36,0.36,0.38,
114,GJ 273 b,18.64980000,2.89000,1.510,4.61000,3.80,0.29,0.29,
115,GJ 273 c,4.72340000,1.18000,1.060,5.44000,3.80,0.29,0.29,
116,GJ 3021 b,133.71000000,1071.04000,13.100,2.62000,17.56,0.90,0.90,0.370
117,GJ 3138 b,1.22003000,1.78000,1.180,5.95000,29.90,0.68,0.50,
118,GJ 3138 c,5.97400000,4.18000,1.880,3.46000,29.90,0.68,0.50,
119,GJ 3138 d,257.80000000,10.50000,3.230,1.71000,29.90,0.68,0.50,
120,GJ 317 b,692.00000000,794.50000,13.300,1.86000,15.10,0.42,,5.000
121,GJ 317 c,5312.00000000,489.45820,13.500,1.09000,15.10,0.42,,5.000
122,GJ 328 b,4100.00000000,731.00000,13.300,1.71000,20.54,0.69,0.67,
123,GJ 3293 b,30.59870000,23.54000,5.190,0.92500,20.20,0.42,0.40,
124,GJ 3293 c,122.61960000,21.09000,4.870,1.00000,20.20,0.42,0.40,
125,GJ 3293 d,48.13450000,7.60000,2.670,2.19000,20.20,0.42,0.40,
126,GJ 3293 e,13.25430000,3.28000,1.630,4.16000,20.20,0.42,0.40,
127,GJ 3323 b,5.36360000,2.02000,1.230,5.96000,5.32,0.16,0.12,
128,GJ 3323 c,40.54000000,2.31000,1.320,5.52000,5.32,0.16,0.12,
129,GJ 3341 b,14.20700000,6.60000,2.460,2.44000,23.16,0.47,0.44,
130,GJ 3470 b,3.33664870,13.73000,3.880,1.18000,25.20,0.51,0.48,2.500
131,GJ 3634 b,2.64561000,8.40000,2.830,2.04000,19.80,0.45,0.43,5.000
132,GJ 3942 b,6.90500000,7.14000,2.570,2.31000,16.94,0.63,0.61,
133,GJ 3998 b,2.64977000,2.47000,1.380,5.16000,17.79,0.50,0.49,
134,GJ 3998 c,13.74000000,6.26000,2.380,2.55000,17.79,0.50,0.49,
135,GJ 433 b,7.37090000,6.35660,2.400,2.53000,9.07,0.59,0.50,
136,GJ 436 b,2.64388312,22.10000,4.170,1.80000,9.76,0.47,0.46,6.000
137,GJ 504 b,,1271.30000,13.000,3.18000,17.54,1.22,1.26,0.160
138,GJ 536 b,8.70760000,5.36000,2.170,2.88000,10.03,0.52,0.50,0.400
139,GJ 581 b,5.36860000,15.80000,4.110,1.25000,6.30,0.31,0.29,2.000
140,GJ 581 c,12.91400000,5.50000,2.210,2.80000,6.30,0.31,0.29,2.000
141,GJ 581 e,3.14900000,1.70000,1.170,5.83000,6.30,0.31,0.29,2.000
142,GJ 625 b,14.62800000,2.82000,1.490,4.68000,6.49,0.30,0.31,
143,GJ 649 b,598.30000000,104.24400,12.500,0.29300,10.38,0.54,0.46,0.440
144,GJ 667 C b,7.20040000,5.60000,2.230,2.77000,6.80,0.33,,2.000
145,GJ 667 C c,28.14000000,3.80000,1.770,3.77000,6.80,0.33,,2.000
146,GJ 667 C e,62.24000000,2.70000,1.450,4.87000,6.80,0.33,,2.000
147,GJ 667 C f,39.02600000,2.70000,1.450,4.87000,6.80,0.33,,2.000
148,GJ 667 C g,256.20000000,4.60000,1.990,3.21000,6.80,0.33,,2.000
149,GJ 674 b,4.69380000,11.09000,3.330,1.65000,4.55,0.35,0.36,0.550
150,GJ 676 A b,1056.80005000,2129.46100,12.700,5.71000,16.90,0.73,0.69,
151,GJ 676 A c,7337.00000000,2161.24400,12.700,5.80000,16.90,0.73,0.69,
152,GJ 676 A d,3.60050000,4.40000,1.930,3.36000,16.90,0.73,0.69,
153,GJ 676 A e,35.39000000,8.10000,2.770,2.09000,16.90,0.73,0.69,
154,GJ 687 b,38.14000000,19.06980,4.590,1.08000,4.55,0.45,0.43,
155,GJ 832 b,3657.00000000,216.00000,14.000,0.43300,4.97,0.45,0.45,9.240
156,GJ 832 c,35.68000000,5.40000,2.180,2.86000,4.97,0.45,0.45,9.240
157,GJ 849 b,1882.00000000,317.83000,13.800,0.66500,8.80,0.65,0.53,3.000
158,GJ 86 b,15.76491000,1404.80860,12.900,3.60000,10.79,0.93,0.77,11.300
159,GJ 876 b,61.11660000,723.22350,13.300,1.69000,4.68,0.32,0.30,1.000
160,GJ 876 c,30.08810000,226.98460,14.000,0.45500,4.68,0.32,0.30,1.000
161,GJ 876 d,1.93778000,6.83000,2.510,2.37000,4.68,0.32,0.30,1.000
162,GJ 876 e,124.26000000,14.60000,3.920,1.33000,4.68,0.32,0.30,1.000
163,GJ 96 b,73.94000000,19.66000,4.670,1.06000,11.94,0.60,0.59,
164,GJ 9827 b,1.20898020,3.42000,1.620,4.50000,30.32,0.61,0.61,
165,GJ 9827 c,3.64808300,2.42000,1.269,6.40000,30.32,0.61,0.61,
166,GJ 9827 d,6.20146700,5.20000,2.070,3.23000,30.32,0.61,0.61,
167,GQ Lup b,,6356.00000,33.600,0.92100,139.00,0.70,1.83,0.001
168,GSC 06214-00210 b,,5000.00000,20.176,3.35000,145.00,0.90,0.74,0.005
169,GU Psc b,,3591.30000,14.179,6.92000,48.00,0.33,,0.100
170,HAT-P-1 b,4.46529976,166.86075,14.785,0.28200,139.00,1.15,1.17,3.600
171,HAT-P-11 b,4.88780244,26.69772,4.360,1.68000,37.81,0.81,0.68,6.500
172,HAT-P-11 c,3407.00000000,507.00000,13.500,1.13000,37.81,0.81,0.68,6.500
173,HAT-P-12 b,3.21305980,67.05900,10.749,0.31920,142.50,0.73,0.70,2.500
174,HAT-P-13 b,2.91625000,270.46200,14.258,0.36200,214.00,1.22,1.56,5.000
175,HAT-P-13 c,446.27000000,4538.42100,12.300,13.40000,214.00,1.22,1.56,5.000
176,HAT-P-14 b,4.62767000,1093.33520,15.917,1.56000,205.00,2.65,1.82,0.431
177,HAT-P-15 b,10.86350000,616.59020,11.882,1.96000,190.00,1.00,1.07,6.800
178,HAT-P-16 b,2.77596000,1332.60500,14.448,2.42000,235.00,1.22,1.24,2.000
179,HAT-P-17 b,10.33852000,184.34140,11.769,0.64000,90.00,0.99,0.87,7.800
180,HAT-P-17 c,5584.00000000,1080.60000,13.100,2.64000,90.00,0.99,0.87,7.800
181,HAT-P-18 b,5.50802300,62.61000,11.153,0.25000,166.00,0.77,0.75,12.400
182,HAT-P-19 b,4.00877800,92.80200,12.689,0.25000,215.00,0.84,0.82,8.800
183,HAT-P-2 b,5.63351580,3175.12170,10.660,7.29000,128.25,1.33,1.39,1.440
184,HAT-P-20 b,2.87531700,2302.89900,9.718,13.78000,70.00,0.76,0.69,6.700
185,HAT-P-21 b,4.12448000,1547.83210,12.442,4.68000,254.00,1.24,1.21,10.200
186,HAT-P-22 b,3.21222000,785.04010,12.890,2.14000,82.00,1.13,1.11,12.400
187,HAT-P-23 b,1.21288000,425.89220,12.218,1.40600,393.00,0.58,0.96,4.000
188,HAT-P-24 b,3.35524000,238.37250,14.572,0.44000,396.00,1.37,1.38,2.800
189,HAT-P-25 b,3.65283600,180.20200,13.339,0.42000,297.00,1.01,0.96,3.200
190,HAT-P-26 b,4.23452000,22.24810,7.062,0.40000,134.00,1.12,0.87,9.000
191,HAT-P-27 b,3.03957700,197.05000,11.430,0.72500,204.00,0.94,0.90,4.400
192,HAT-P-28 b,3.25721500,198.95300,13.585,0.44000,395.00,1.02,1.10,6.100
193,HAT-P-29 b,5.72319000,279.69040,13.115,0.71000,322.00,1.45,1.30,2.200
194,HAT-P-3 b,2.89970000,206.58950,10.536,0.85500,138.00,1.06,0.87,1.600
195,HAT-P-30 b,2.81060000,263.79890,16.141,0.30900,193.00,1.55,1.31,1.000
196,HAT-P-31 b,5.00542000,721.47410,12.218,2.18000,354.00,1.31,1.39,
197,HAT-P-32 b,2.15001000,263.79890,19.616,0.18000,283.00,1.09,1.19,
198,HAT-P-33 b,3.47447000,292.40360,20.737,0.20000,387.00,1.82,1.79,
199,HAT-P-34 b,5.45265000,2227.98830,15.132,2.40000,257.00,4.26,1.73,
200,HAT-P-35 b,3.64671000,2390.08160,39.792,0.55000,535.00,23.56,3.82,
201,HAT-P-36 b,1.32735000,486.27990,12.890,0.98000,317.00,0.78,1.00,4.500
202,HAT-P-37 b,2.79743600,371.52800,13.204,0.89000,411.00,0.93,0.88,
203,HAT-P-38 b,4.64038200,84.85700,9.247,0.59000,249.00,0.89,0.92,
204,HAT-P-39 b,3.54387000,190.37200,17.609,0.19000,642.00,1.40,1.62,
205,HAT-P-4 b,3.05653600,213.25500,14.280,0.40300,314.00,1.27,1.62,3.900
206,HAT-P-40 b,4.45724000,152.55840,17.038,0.15000,501.00,1.03,1.94,
207,HAT-P-41 b,2.69405000,378.21770,22.978,0.20000,344.00,2.56,2.05,
208,HAT-P-42 b,4.64187800,331.80100,14.348,0.61000,447.00,1.18,1.53,5.200
209,HAT-P-43 b,3.33268700,210.39500,14.359,0.39000,542.00,1.05,1.10,5.700
210,HAT-P-44 b,4.30121900,111.87100,13.922,0.23000,363.00,0.94,0.95,7.500
211,HAT-P-44 c,872.20000000,1271.30000,13.000,3.18000,363.00,0.94,0.95,7.500
212,HAT-P-45 b,3.12899200,283.49200,15.984,0.38000,305.00,1.26,1.32,2.000
213,HAT-P-46 b,4.46312900,156.68400,14.392,0.28000,296.00,1.28,1.40,2.500
214,HAT-P-49 b,2.69155000,699.22600,17.822,0.75000,322.00,2.22,2.06,1.500
215,HAT-P-5 b,2.78849000,311.47340,13.563,0.66000,340.00,1.04,1.12,2.600
216,HAT-P-50 b,3.12201090,429.07050,14.437,0.78000,497.00,1.27,1.70,3.370
217,HAT-P-51 b,4.21802780,98.20947,14.493,0.17800,470.00,0.98,1.04,8.200
218,HAT-P-52 b,2.75359530,259.98494,11.310,0.98000,385.00,0.89,0.89,9.400
219,HAT-P-53 b,1.96162410,471.65972,14.773,0.80000,719.00,1.09,1.21,4.670
220,HAT-P-54 b,3.79984700,241.55080,10.581,1.11800,144.25,0.65,0.62,3.900
221,HAT-P-55 b,3.58524670,184.97706,13.249,0.43500,480.00,1.01,1.01,4.200
222,HAT-P-56 b,2.79083000,734.18730,16.926,0.86000,310.50,1.42,1.47,2.010
223,HAT-P-57 b,2.46530000,448.14030,19.504,0.33200,303.00,2.77,1.85,1.000
224,HAT-P-6 b,3.85298000,419.53560,16.589,0.55800,261.00,1.79,1.62,2.300
225,HAT-P-65 b,2.60545520,167.49641,21.185,0.09600,841.00,1.21,1.86,5.460
226,HAT-P-66 b,2.97208600,248.86089,17.822,0.24200,927.00,1.25,1.88,4.660
227,HAT-P-67 b,4.81010250,108.06220,23.371,0.05200,320.00,1.64,2.55,1.240
228,HAT-P-7 b,2.20474000,584.80720,16.926,0.71200,320.00,1.56,2.00,2.070
229,HAT-P-8 b,3.07634000,406.82240,15.693,0.56800,230.00,1.27,1.57,
230,HAT-P-9 b,3.92289000,247.90000,15.690,0.35000,480.00,1.28,1.32,1.600
231,HATS-1 b,3.44645900,589.55000,14.594,1.03000,303.00,0.99,1.04,
232,HATS-10 b,3.31284600,167.17858,10.862,0.70000,496.00,1.10,1.10,3.300
233,HATS-11 b,3.61918800,263.79890,18.030,0.31500,967.34,1.33,1.54,7.700
234,HATS-12 b,3.14270200,759.61370,7.760,1.12000,512.41,1.16,1.17,2.360
235,HATS-13 b,3.04404990,172.58169,13.585,0.37700,476.00,0.96,0.89,2.500
236,HATS-14 b,2.76676410,340.39593,11.646,1.19100,513.00,0.97,0.93,4.900
237,HATS-15 b,1.74748753,689.69110,12.386,1.97000,689.00,0.87,0.92,11.000
238,HATS-16 b,2.68650200,1039.30410,14.572,1.86000,774.00,0.97,1.24,9.500
239,HATS-17 b,16.25461100,425.25654,8.709,3.50000,339.00,1.13,1.09,2.100
240,HATS-18 b,0.83784340,629.30340,14.986,1.02000,645.00,1.04,1.02,4.200
241,HATS-2 b,1.35413300,427.46300,13.092,1.05000,360.00,0.88,0.90,9.700
242,HATS-22 b,4.72281240,870.85420,10.682,3.89000,207.90,0.76,0.69,
243,HATS-23 b,2.16051560,467.21010,20.849,0.29000,747.00,1.12,1.20,4.200
244,HATS-24 b,1.34849540,775.50520,16.668,0.92000,510.00,1.21,1.17,0.880
245,HATS-25 b,4.29864320,194.82979,14.123,0.38000,466.00,0.99,1.11,7.500
246,HATS-26 b,3.30238810,206.58950,19.616,0.15300,907.00,1.30,2.04,4.040
247,HATS-27 b,4.63703800,168.44990,16.814,0.18000,840.00,1.42,1.74,2.300
248,HATS-28 b,3.18107810,213.58176,13.384,0.48000,521.00,0.93,0.92,6.200
249,HATS-29 b,4.60587490,207.54299,14.022,0.41100,351.00,1.03,1.07,5.500
250,HATS-3 b,3.54785100,340.38200,15.480,0.51000,453.00,1.21,1.40,3.200
251,HATS-30 b,3.17435160,224.38798,13.171,0.54300,339.00,1.09,1.06,2.300
252,HATS-31 b,3.37796000,279.69040,18.383,0.24300,872.00,1.27,1.87,4.300
253,HATS-32 b,2.81265480,292.40360,14.000,0.58000,839.00,1.10,1.10,3.500
254,HATS-33 b,2.54955510,378.85336,13.787,0.79000,255.00,1.06,1.02,3.000
255,HATS-34 b,2.10616070,299.07803,16.029,0.40000,532.00,0.95,0.98,7.700
256,HATS-35 b,1.82099930,388.38826,16.410,0.48400,557.00,1.32,1.43,2.130
257,HATS-36 b,4.17518600,1022.14128,12.920,2.12000,878.65,1.10,1.10,0.620
258,HATS-39 b,4.57763480,200.23290,17.598,0.20200,773.00,1.38,1.62,2.060
259,HATS-4 b,2.51672900,420.47100,11.433,1.55000,420.00,1.00,0.93,2.100
260,HATS-40 b,3.26427360,505.34970,17.710,0.49000,1431.00,1.56,2.26,2.070
261,HATS-41 b,4.19364900,3082.95100,14.908,5.10000,800.00,1.50,1.71,1.340
262,HATS-42 b,2.29210200,597.52040,15.693,0.83000,942.00,1.27,1.48,3.260
263,HATS-43 b,4.38884970,82.95363,13.227,0.19100,341.00,0.84,0.81,8.600
264,HATS-44 b,2.74390040,177.98480,11.960,0.56000,463.00,0.86,0.85,9.700
265,HATS-45 b,4.18762440,222.48100,14.415,0.41000,818.00,1.27,1.31,1.520
266,HATS-46 b,4.74237290,54.98459,10.122,0.28000,448.00,0.92,0.85,3.000
267,HATS-5 b,4.76338700,75.32300,10.223,0.39000,257.00,0.94,0.87,3.600
268,HATS-50 b,3.82970150,123.95370,12.666,0.33000,717.00,1.17,1.12,1.200
269,HATS-51 b,3.34887020,244.09344,15.805,0.34000,478.00,1.19,1.44,4.740
270,HATS-52 b,1.36665436,711.93920,15.491,1.06000,631.00,1.11,1.05,1.200
271,HATS-53 b,3.85377680,189.10885,15.020,0.30300,613.00,0.96,1.10,9.000
272,HATS-6 b,3.32527250,101.38777,11.187,0.39900,148.40,0.57,0.57,8.100
273,HATS-7 b,3.18531500,38.13960,6.311,0.83000,257.00,0.85,0.81,7.800
274,HATS-8 b,3.58389300,43.86054,9.785,0.25900,829.00,1.06,1.09,5.100
275,HATS-9 b,1.91529100,266.02371,13.850,0.62600,654.36,1.10,1.56,10.800
276,HD 100546 b,,239000.00000,77.342,2.84000,97.00,2.40,,0.005
277,HD 100655 b,157.57001000,511.70630,13.500,1.14000,137.72,2.28,10.06,1.309
278,HD 100777 b,383.70001000,327.36490,13.800,0.68400,49.60,0.83,1.04,5.000
279,HD 10180 c,5.75969000,13.22173,3.700,1.43000,39.02,1.06,1.11,4.300
280,HD 10180 d,16.35700000,12.01397,3.490,1.55000,39.02,1.06,1.11,4.300
281,HD 10180 e,49.74800000,25.58532,5.460,0.86400,39.02,1.06,1.11,4.300
282,HD 10180 f,122.74400000,22.94733,5.120,0.93900,39.02,1.06,1.11,4.300
283,HD 10180 g,604.67000000,23.26516,5.160,0.93100,39.02,1.06,1.11,4.300
284,HD 10180 h,2205.00000000,65.66368,9.500,0.42100,39.02,1.06,1.11,4.300
285,HD 101930 b,70.46000000,79.45750,10.600,0.36700,30.05,0.57,0.86,1.000
286,HD 102117 b,20.81330000,54.03110,8.470,0.48900,39.62,1.06,1.23,9.400
287,HD 102195 b,4.11377000,130.31030,14.200,0.25000,29.36,0.76,0.82,2.400
288,HD 102272 b,127.58000000,1570.08020,12.900,4.02000,350.01,1.45,10.30,
289,HD 102329 b,778.09998000,2593.49280,12.600,7.12000,218.42,3.21,9.82,1.600
290,HD 102329 c,1123.00000000,483.10160,13.500,1.08000,218.42,3.21,9.82,1.600
291,HD 102365 b,122.10000000,16.00000,4.140,1.24000,9.29,0.85,0.90,9.000
292,HD 102956 b,6.49480000,292.40360,13.900,0.59800,122.32,1.59,4.41,2.328
293,HD 103197 b,47.84000000,28.60470,5.830,0.79300,57.24,0.80,0.88,9.100
294,HD 103720 b,4.55570000,197.04600,14.100,0.38600,41.60,0.79,0.73,3.800
295,HD 103774 b,5.88810000,116.00000,13.300,0.27100,56.50,1.33,1.58,1.050
296,HD 104067 b,55.80600000,50.85280,8.180,0.51100,20.38,0.62,0.74,4.330
297,HD 10442 b,1053.20000000,486.27990,13.500,1.09000,135.89,1.01,1.97,10.650
298,HD 104985 b,199.50500000,2637.90000,12.600,7.25000,100.86,2.30,11.00,
299,HD 106252 b,1531.00000000,2202.56190,12.700,5.91000,37.40,1.01,1.10,4.190
300,HD 106270 b,2890.00000000,3496.00000,12.400,10.10000,94.06,1.32,2.50,4.300
301,HD 106315 b,9.55804000,5.99000,2.320,2.64000,109.70,1.08,1.29,5.910
302,HD 106315 c,21.05788000,17.10000,4.310,1.17000,109.70,1.08,1.29,5.910
