1015,K2-257 b,1.60588000,0.49800,0.830,4.79000,64.10,0.52,0.50,
1016,K2-258 b,19.09210000,9.27000,3.000,1.89000,675.20,1.21,1.31,
1017,K2-259 b,15.48043000,5.99000,2.320,2.64000,422.10,1.14,1.13,
1018,K2-26 b,14.56650000,7.61000,2.670,2.20000,99.33,0.56,0.52,1.000
1019,K2-260 b,2.62666570,451.31860,17.396,0.50000,676.32,1.39,1.69,1.900
1020,K2-261 b,11.63344000,70.87609,9.528,0.48300,214.58,1.10,1.65,8.800
1021,K2-263 b,50.81894700,14.80000,2.410,5.70000,163.23,0.88,0.85,7.000
1022,K2-264 b,5.83977000,5.77000,2.270,2.71000,186.57,0.47,0.47,
1023,K2-264 c,19.66365000,8.10000,2.770,2.09000,186.57,0.47,0.47,
1024,K2-265 b,2.36917200,6.54000,1.710,7.10000,139.22,0.92,0.98,9.700
1025,K2-266 b,0.65852400,11.30000,3.300,1.77000,77.16,0.69,0.70,
1026,K2-266 c,7.81400000,0.29000,0.705,4.51000,77.16,0.69,0.70,
1027,K2-266 d,14.69700000,9.40000,2.930,2.03000,77.16,0.69,0.70,
1028,K2-266 e,19.48200000,8.30000,2.730,2.21000,77.16,0.69,0.70,
1029,K2-268 b,2.15189400,2.57000,1.410,5.04000,331.46,0.84,0.78,
1030,K2-268 c,9.32684100,7.70000,2.690,2.17000,331.46,0.84,0.78,
1031,K2-269 b,4.14496500,3.09000,1.570,4.39000,362.07,1.16,1.45,
1032,K2-27 b,6.77131500,30.90000,4.480,1.87000,251.43,0.87,0.89,10.300
1033,K2-270 b,1.54306900,2.48000,1.380,5.19000,283.53,0.85,0.77,
1034,K2-270 c,4.40002800,9.01000,2.950,1.93000,283.53,0.85,0.77,
1035,K2-271 b,8.56242100,41.80000,7.280,0.59500,571.47,0.83,0.99,
1036,K2-272 b,14.45353300,8.80000,2.910,1.96000,426.57,0.81,0.81,
1037,K2-273 b,11.71633200,17.90000,4.420,1.14000,310.60,0.90,0.84,
1038,K2-274 b,14.12971400,5.48000,2.200,2.83000,232.82,0.81,0.74,
1039,K2-275 b,3.28096100,5.65000,2.240,2.76000,124.09,0.79,0.73,
1040,K2-275 c,8.43875600,6.08000,2.340,2.61000,124.09,0.79,0.73,
1041,K2-276 b,18.71826900,13.70000,3.770,1.40000,489.88,0.82,0.85,
1042,K2-277 b,6.32676300,4.94000,2.070,3.06000,113.53,1.02,0.97,
1043,K2-278 b,3.33496600,9.17000,2.980,1.90000,804.13,1.40,1.61,
1044,K2-279 b,7.12260500,1.92000,1.210,5.96000,183.80,0.79,0.86,
1045,K2-28 b,2.26045500,5.99000,2.320,2.64000,63.11,0.26,0.29,
1046,K2-280 b,19.89520200,45.60000,7.670,0.55500,396.90,1.11,1.28,
1047,K2-281 b,8.68772100,50.90000,8.180,0.51100,466.11,0.82,0.76,
1048,K2-282 b,4.16983600,8.35000,2.820,2.05000,502.28,0.95,0.94,
1049,K2-283 b,1.92103600,12.20000,3.520,1.54000,408.24,0.89,0.82,
1050,K2-284 b,4.79506900,8.15000,2.780,2.08000,107.60,0.63,0.61,0.120
1051,K2-29 b,3.25883210,232.01590,13.339,0.53000,179.39,0.94,0.86,2.600
1052,K2-3 b,10.05449000,8.10000,2.180,4.32000,44.13,0.60,0.56,1.000
1053,K2-3 c,24.64354000,2.10000,1.850,1.82000,44.13,0.60,0.56,1.000
1054,K2-3 d,44.55983000,7.50000,1.510,17.50000,44.13,0.60,0.56,1.000
1055,K2-30 b,4.09850300,184.02357,11.646,0.64000,336.26,0.90,0.84,3.900
1056,K2-31 b,1.25785000,563.83042,11.882,1.85000,110.87,0.91,0.78,
1057,K2-32 b,8.99213000,16.50000,5.130,0.67000,158.39,0.86,0.84,7.900
1058,K2-32 c,20.66020000,12.10000,3.010,2.70000,158.39,0.86,0.84,7.900
1059,K2-32 d,31.71540000,10.30000,3.430,1.38000,158.39,0.86,0.84,7.900
1060,K2-33 b,5.42486500,1175.97100,5.040,,139.80,0.56,1.05,0.009
1061,K2-34 b,2.99563300,539.67534,13.960,0.94000,352.34,1.15,1.44,2.880
1062,K2-35 b,5.60835200,4.38000,1.930,3.35000,254.43,0.70,0.62,
1063,K2-35 c,2.39996400,2.30000,1.320,5.50000,254.43,0.70,0.62,
1064,K2-36 b,1.42266000,2.30000,1.320,5.50000,110.09,0.80,0.74,
1065,K2-36 c,5.34059000,8.25000,2.800,2.07000,110.09,0.80,0.74,
1066,K2-37 b,4.44117000,3.22000,1.610,4.24000,180.86,0.90,0.85,
1067,K2-37 c,6.42904000,8.00000,2.750,2.11000,180.86,0.90,0.85,
1068,K2-37 d,14.09189000,7.90000,2.730,2.13000,180.86,0.90,0.85,
1069,K2-38 b,4.01593000,19.06980,1.906,17.50000,193.71,2.24,1.38,
1070,K2-38 c,10.56103000,9.90000,2.420,3.60000,193.71,2.24,1.38,
1071,K2-39 b,4.60543000,28.60470,6.277,0.50000,310.14,0.66,2.97,3.090
1072,K2-4 b,10.00341700,5.06000,2.100,3.00000,233.37,0.64,0.57,
1073,K2-42 b,6.68796000,5.27000,2.150,2.91000,401.36,0.70,0.64,
1074,K2-43 b,3.47134100,20.20000,4.750,1.04000,183.48,0.60,0.59,
1075,K2-44 b,5.65688000,7.85000,2.720,2.14000,483.19,1.15,1.58,
1076,K2-45 b,1.72926840,36.40000,6.710,0.66200,502.34,0.50,0.45,
1077,K2-46 b,19.15410000,4.86000,2.050,3.10000,454.93,0.96,1.29,
1078,K2-47 b,31.63720000,4.23000,1.890,3.44000,353.38,0.75,0.76,
1079,K2-48 b,20.50650000,5.65000,2.240,2.76000,316.61,0.77,0.73,
1080,K2-49 b,2.77065000,4.38000,1.930,3.35000,463.06,0.51,0.45,
1081,K2-5 b,5.73594000,4.31000,1.910,3.40000,204.12,0.61,0.57,
1082,K2-5 c,10.93241000,5.73000,2.260,2.73000,204.12,0.61,0.57,
1083,K2-50 b,8.75290000,3.15000,1.590,4.31000,259.33,0.61,0.55,
1084,K2-52 b,3.53482000,,11.100,,1064.53,1.21,1.49,
1085,K2-53 b,12.20540000,6.80000,2.500,2.39000,138.56,0.83,0.85,
1086,K2-54 b,9.78430000,1.60000,1.150,5.78000,175.84,0.42,0.38,
1087,K2-55 b,2.84925800,14.00000,3.820,1.38000,160.26,0.70,0.63,
1088,K2-57 b,9.00630000,5.06000,2.100,3.00000,266.23,0.68,0.62,
1089,K2-58 b,7.05254000,7.65000,2.680,2.18000,182.69,0.89,0.86,
1090,K2-58 c,2.53726000,3.26000,1.620,4.21000,182.69,0.89,0.86,
1091,K2-58 d,22.88270000,3.57000,1.710,3.92000,182.69,0.89,0.86,
1092,K2-59 b,20.69210000,6.39000,2.410,2.51000,314.09,0.77,0.73,
1093,K2-59 c,11.29540000,5.90000,2.300,2.66000,314.09,0.77,0.73,
1094,K2-6 b,30.94191000,6.80000,2.500,2.39000,319.59,0.97,0.96,
1095,K2-60 b,3.00265000,135.39558,7.656,1.70000,498.70,0.97,1.12,10.000
1096,K2-61 b,2.57302000,6.71000,2.480,2.42000,410.35,1.21,1.36,
1097,K2-62 b,6.67202000,5.22000,2.140,2.93000,112.83,0.77,0.73,
1098,K2-62 c,16.19660000,5.22000,2.140,2.93000,112.83,0.77,0.73,
1099,K2-63 b,20.25700000,10.50000,3.220,1.73000,524.41,1.40,1.63,
1100,K2-64 b,6.53044000,4.94000,2.070,3.06000,506.87,0.74,0.73,
1101,K2-65 b,12.64750000,3.12000,1.580,4.35000,78.06,0.87,0.84,
1102,K2-66 b,5.06963000,21.30000,2.490,7.80000,520.43,1.11,1.67,
1103,K2-68 b,8.05428000,3.12000,1.580,4.35000,169.47,0.73,0.68,
1104,K2-69 b,7.06599000,5.99000,2.320,2.64000,181.63,0.55,0.49,
1105,K2-7 b,28.67992000,7.61000,2.670,2.20000,754.64,0.97,0.96,
1106,K2-70 b,13.97896000,8.70000,2.890,1.98000,234.47,0.94,0.93,
1107,K2-71 b,6.98541000,5.27000,2.150,2.91000,153.86,0.48,0.43,
1108,K2-72 b,5.57721200,1.28000,1.080,5.58000,66.56,0.27,0.33,
1109,K2-72 c,15.18903400,1.65000,1.160,5.81000,66.56,0.27,0.33,
1110,K2-72 d,7.76017800,1.01000,1.010,5.39000,66.56,0.27,0.33,
1111,K2-72 e,24.15886800,2.21000,1.290,5.66000,66.56,0.27,0.33,
1112,K2-73 b,7.49543000,6.57000,2.450,2.45000,271.27,1.05,1.06,
1113,K2-74 b,19.56660000,5.95000,2.310,2.65000,381.85,0.96,0.98,
1114,K2-75 b,7.81420000,7.61000,2.670,2.20000,570.86,1.16,1.56,
1115,K2-75 c,18.31100000,8.10000,2.770,2.09000,570.86,1.16,1.56,
1116,K2-77 b,8.19979600,603.87700,2.300,,142.31,0.80,0.76,0.850
1117,K2-79 b,10.99573000,13.20000,3.690,1.44000,257.90,1.06,1.28,
1118,K2-8 b,10.35239000,12.50000,3.580,1.50000,407.93,0.78,0.74,
1119,K2-8 c,5.06416000,6.39000,2.410,2.51000,407.93,0.78,0.74,
1120,K2-80 b,19.09180000,4.70000,2.010,3.18000,201.96,0.90,0.87,
1121,K2-80 c,5.60500000,2.76000,1.470,4.77000,201.96,0.90,0.87,
1122,K2-80 d,28.86725300,7.04000,2.552,2.33000,201.96,0.90,0.87,
1123,K2-81 b,6.10232500,4.54000,1.970,3.26000,254.14,0.75,0.63,
1124,K2-83 b,2.74697000,2.08000,1.244,5.94000,125.98,0.48,0.42,
1125,K2-83 c,9.99767000,2.80000,1.483,4.72000,125.98,0.48,0.42,
1126,K2-84 b,6.42150000,6.39000,2.410,2.51000,287.23,0.95,0.93,
1127,K2-84 c,27.86000000,4.78000,2.030,3.14000,287.23,0.95,0.93,
1128,K2-85 b,0.68453300,1.01000,1.010,5.39000,97.49,0.57,0.51,
1129,K2-86 b,8.77683000,4.50000,1.960,3.28000,260.61,0.79,0.76,
1130,K2-87 b,9.72739000,19.20000,4.600,1.08000,498.24,0.95,0.93,
1131,K2-88 b,4.61220000,2.04000,1.230,6.02000,110.91,0.26,0.26,
1132,K2-89 b,1.09602600,0.17000,0.615,4.02000,86.25,0.35,0.32,
1133,K2-9 b,18.44980000,5.69000,2.250,2.74000,83.16,0.30,0.31,1.000
1134,K2-90 b,13.73490700,6.94000,2.530,2.35000,134.71,0.70,0.63,
1135,K2-90 c,2.90070600,2.24000,1.300,5.60000,134.71,0.70,0.63,
1136,K2-91 b,1.41954900,1.37000,1.100,5.66000,62.69,0.29,0.28,
1137,K2-95 b,10.13401600,10.99000,3.880,1.03000,180.63,0.44,0.42,0.790
1138,K2-97 b,8.40672600,152.55840,10.610,0.70200,869.76,1.20,4.47,7.800
1139,K2-98 b,10.13644800,32.20000,5.200,2.15000,526.31,1.20,1.57,5.200
1140,K2-99 b,18.25198500,308.29510,11.730,1.05000,522.29,1.63,2.63,2.400
1141,KELT-1 b,1.21751400,8654.15000,12.442,24.70000,262.00,1.32,1.46,
1142,KELT-10 b,4.16627390,215.80657,15.681,0.30800,183.00,1.11,1.21,4.500
1143,KELT-11 b,4.73652900,61.97685,15.356,0.09300,98.00,1.44,2.72,
1144,KELT-12 b,5.03162300,301.93850,19.952,0.20900,360.00,1.59,2.37,2.200
1145,KELT-14 b,1.71005660,408.09372,19.537,0.32200,266.00,1.24,1.52,5.110
1146,KELT-15 b,3.32944000,416.35730,19.504,0.36000,291.00,2.06,1.78,
1147,KELT-16 b,0.96899510,874.03250,15.861,1.20000,450.28,1.21,1.36,3.100
1148,KELT-17 b,3.08017160,416.35730,17.094,0.46000,210.00,1.64,1.65,0.650
1149,KELT-18 b,2.87175180,375.03940,17.598,0.37700,311.00,1.52,1.91,1.900
1150,KELT-19 A b,4.61170930,1293.56810,21.409,0.74400,302.80,1.62,1.83,
1151,KELT-2 A b,4.11379000,540.31100,15.132,0.85700,134.57,1.54,1.93,
1152,KELT-20 b,3.47410850,1074.90106,19.515,0.80600,139.70,1.76,1.56,0.600
1153,KELT-21 b,3.61276470,1242.71530,17.777,1.24000,415.00,1.46,1.64,1.600
1154,KELT-3 b,2.70339000,616.59020,17.486,0.75000,178.00,1.96,1.70,3.000
1155,KELT-4 A b,2.98959320,286.68266,19.044,0.22800,210.00,1.20,1.60,4.440
1156,KELT-6 b,7.84570000,165.27160,14.572,0.31100,222.00,1.42,1.73,6.100
1157,KELT-6 c,1276.00000000,1179.14930,13.000,2.95000,222.00,1.42,1.73,6.100
1158,KELT-7 b,2.73477000,441.78370,17.934,0.44200,129.00,1.76,1.81,1.300
1159,KELT-8 b,3.24406000,209.76780,18.159,0.16700,236.00,0.81,1.46,5.400
1160,KELT-9 b,1.48112350,915.35040,21.196,0.53000,188.70,2.52,2.36,0.300
1161,KIC 10001893 b,0.21970000,,,,1758.47,,2.58,
1162,KIC 10001893 c,0.32528000,,,,1758.47,,2.58,
1163,KIC 10001893 d,0.81161000,,,,1758.47,,2.58,
1164,KIC 10525077 b,854.08300000,25.90000,5.500,0.85500,1464.12,1.01,1.01,
1165,KIC 3558849 b,1322.30000000,38.10000,6.900,0.63700,1215.64,0.98,1.01,
1166,KIC 5437945 b,440.78130000,33.60000,6.400,0.70400,848.00,1.07,1.24,3.160
1167,KIC 5951458 b,1320.10000000,35.40000,6.600,0.67700,742.54,0.98,1.52,
1168,KIC 7917485 b,840.00000000,3750.39400,12.400,10.80000,1382.51,1.63,2.01,
1169,KIC 8540376 b,31.80990000,15.80000,4.100,1.26000,1072.12,1.04,1.26,
1170,KIC 8540376 c,75.20000000,6.35000,2.400,2.52000,1072.12,1.04,1.26,
1171,KIC 9663113 b,572.38470000,19.20000,4.600,1.08000,1594.34,0.98,1.03,
1172,KMT-2016-BLG-1397L b,,2224.81000,12.700,5.97000,6600.00,0.45,,
1173,KMT-2016-BLG-1820L b,,1452.48310,12.900,3.72000,6260.00,0.04,,
1174,KMT-2016-BLG-2142L b,,4923.18670,12.200,14.90000,7010.00,0.07,,
1175,KOI-12 b,17.85523000,1690.85560,17.262,1.81000,426.00,1.82,1.75,1.450
1176,KOI-1257 b,86.64766100,460.83000,10.540,2.10000,900.00,0.99,1.13,9.300
1177,KOI-13 b,1.76358800,2949.46240,16.948,3.60000,415.00,1.72,1.74,1.120
1178,KOI-142 b,10.95416000,8.70000,3.780,0.87000,339.00,0.96,0.88,2.200
1179,KOI-142 c,22.33950000,198.80000,14.100,0.39000,339.00,0.96,0.88,2.200
1180,KOI-217 b,3.90512000,,12.442,,800.00,0.95,0.86,1.700
1181,KOI-351 b,7.00815100,2.27000,1.310,5.55000,780.00,1.20,1.20,
1182,KOI-351 c,8.71937500,1.81000,1.190,5.90000,780.00,1.20,1.20,
1183,KOI-351 d,59.73667000,8.60000,2.870,2.00000,780.00,1.20,1.20,
1184,KOI-351 e,91.93913000,7.56000,2.660,2.21000,780.00,1.20,1.20,
1185,KOI-351 f,124.91440000,8.65000,2.880,1.99000,780.00,1.20,1.20,
1186,KOI-351 g,210.60697000,254.26400,8.100,,780.00,1.20,1.20,
1187,KOI-351 h,331.60059000,381.39600,11.300,,780.00,1.20,1.20,
1188,KOI-351 i,14.44912000,2.30000,1.320,5.50000,780.00,1.20,1.20,
1189,KOI-55 b,0.24010400,0.44000,0.759,5.53000,1180.00,0.50,0.20,
1190,KOI-55 c,0.34288700,0.65500,0.867,5.52000,1180.00,0.50,0.20,
1191,KOI-94 b,3.74320800,10.50000,1.710,10.10000,462.00,1.28,1.52,3.160
1192,KOI-94 c,10.42364800,15.60000,4.320,0.91000,462.00,1.28,1.52,3.160
1193,KOI-94 d,22.34298900,106.00000,11.270,0.36300,462.00,1.28,1.52,3.160
1194,KOI-94 e,54.32031000,35.00000,6.560,0.60000,462.00,1.28,1.52,3.160
1195,KPS-1 b,1.70629100,346.43470,11.545,1.31000,264.69,0.89,0.91,
1196,Kapteyn c,121.54000000,7.00000,2.540,2.35000,3.93,0.28,0.29,
1197,Kepler-10 b,0.83749100,4.60853,1.481,8.00000,173.00,0.91,1.06,9.120
1198,Kepler-10 c,45.29430100,17.20000,2.350,7.10000,173.00,0.91,1.06,9.120
1199,Kepler-100 b,6.88705000,7.34000,1.320,14.25000,297.00,1.08,1.49,6.460
1200,Kepler-100 c,12.81590000,7.05000,2.200,,297.00,1.08,1.49,6.460
1201,Kepler-100 d,35.33310000,3.00000,1.610,,297.00,1.08,1.49,6.460
1202,Kepler-1000 b,120.01812720,20.30000,4.760,1.03000,925.00,1.40,1.51,1.260
1203,Kepler-1001 b,14.30511983,10.10000,3.150,1.78000,1009.00,0.90,0.88,4.680
1204,Kepler-1002 b,4.33642933,3.57000,1.710,3.92000,425.00,1.22,1.57,4.070
1205,Kepler-1003 b,3.55485691,3.82000,1.780,3.72000,873.00,1.11,1.17,3.160
1206,Kepler-1004 b,5.28789787,32.50000,6.280,0.72100,1080.00,1.11,3.39,7.760
1207,Kepler-1005 b,6.49801525,2.86000,1.500,4.66000,515.00,1.00,1.06,6.170
1208,Kepler-1006 b,19.76172042,2.99000,1.540,4.50000,496.00,0.78,0.74,4.270
1209,Kepler-1007 b,5.18500207,2.67000,1.440,4.91000,365.00,0.73,0.70,4.170
1210,Kepler-1008 b,12.43931193,2.18000,1.280,5.71000,299.00,0.81,0.78,6.760
1211,Kepler-1009 b,11.35011917,5.35000,2.170,2.88000,281.00,0.59,0.57,3.160
1212,Kepler-101 b,3.48768120,51.10000,5.770,1.45000,657.00,1.17,1.56,5.900
1213,Kepler-101 c,6.02976000,3.78000,1.250,10.50000,657.00,1.17,1.56,5.900
1214,Kepler-1010 b,34.26857050,5.99000,2.320,2.64000,610.00,0.86,0.82,4.790
1215,Kepler-1011 b,5.75322197,8.60000,2.870,2.00000,860.00,0.91,0.88,4.470
1216,Kepler-1012 b,5.50860439,2.21000,1.290,5.66000,420.00,0.95,0.91,3.720
1217,Kepler-1013 b,18.93054959,5.27000,2.150,2.91000,433.00,0.81,0.76,4.270
1218,Kepler-1014 b,16.57110363,6.30000,2.390,2.54000,672.00,0.88,0.84,4.790
1219,Kepler-1015 b,16.00494214,12.30000,3.550,1.51000,932.00,1.49,1.81,1.580
1220,Kepler-1016 b,1.95452434,5.39000,2.180,2.86000,1239.00,0.99,1.00,3.890
1221,Kepler-1016 c,105.65513690,13.10000,3.680,1.44000,1239.00,0.99,1.00,3.890
1222,Kepler-1017 b,7.23400469,4.62000,1.990,3.22000,554.00,0.93,0.87,2.950
1223,Kepler-1018 b,49.10135140,7.18000,2.580,2.30000,894.00,0.91,0.88,4.470
1224,Kepler-1019 b,1.41122985,2.73000,1.460,4.82000,198.00,0.70,0.67,3.550
1225,Kepler-102 b,5.28696000,4.30000,0.470,,110.00,0.81,0.76,4.070
1226,Kepler-102 c,7.07142000,3.00000,0.580,,110.00,0.81,0.76,4.070
1227,Kepler-102 d,10.31170000,3.80000,1.180,13.27000,110.00,0.81,0.76,4.070
1228,Kepler-102 e,16.14570000,8.93000,2.220,4.68000,110.00,0.81,0.76,4.070
1229,Kepler-102 f,27.45360000,5.20000,0.880,,110.00,0.81,0.76,4.070
1230,Kepler-1020 b,96.91514960,5.82000,2.280,2.70000,446.00,0.87,0.80,3.630
1231,Kepler-1021 b,13.47469571,6.04000,2.330,2.62000,837.00,0.89,0.86,4.680
1232,Kepler-1022 b,10.99469878,6.17000,2.360,2.58000,455.00,0.71,0.68,3.630
1233,Kepler-1023 b,62.13877140,7.41000,2.630,2.24000,686.00,0.93,0.89,4.470
1234,Kepler-1024 b,66.41621330,14.50000,3.910,1.33000,1017.00,0.81,0.78,5.250
1235,Kepler-1025 b,37.32294930,4.58000,1.980,3.24000,716.00,1.09,1.13,3.310
1236,Kepler-1026 b,36.51560530,5.52000,2.210,2.81000,389.00,0.79,0.75,4.570
1237,Kepler-1027 b,1.90780520,0.64000,0.890,4.99000,291.00,0.91,0.82,1.410
1238,Kepler-1028 b,2.51462432,2.33000,1.330,5.44000,633.00,0.90,0.87,4.680
1239,Kepler-1029 b,4.41769648,2.13000,1.260,5.85000,422.00,0.82,0.77,4.070
1240,Kepler-103 b,15.96540000,9.70000,3.370,1.38000,485.00,1.09,1.44,5.700
1241,Kepler-103 c,179.61200000,36.10000,5.140,1.47000,485.00,1.09,1.44,5.700
1242,Kepler-1030 b,19.32952416,6.71000,2.480,2.42000,795.00,0.80,0.76,4.370
1243,Kepler-1031 b,1.22621732,0.59000,0.870,4.92000,741.00,1.09,1.12,3.390
1244,Kepler-1032 b,3.29011795,4.16000,1.870,3.50000,607.00,0.77,0.71,1.860
1245,Kepler-1033 b,7.56052806,6.85000,2.510,2.38000,1425.00,0.94,0.92,5.010
1246,Kepler-1034 b,12.12400943,5.73000,2.260,2.73000,706.00,0.83,0.80,4.790
1247,Kepler-1035 b,2.71407755,1.71000,1.170,5.87000,408.00,0.98,0.97,4.470
1248,Kepler-1036 b,122.88080580,9.32000,3.010,1.88000,507.00,0.95,0.89,3.240
1249,Kepler-1037 b,1.06378867,2.18000,1.280,5.71000,451.00,0.82,0.78,5.130
1250,Kepler-1038 b,148.46033820,12.20000,3.530,1.52000,622.00,0.87,0.83,4.270
1251,Kepler-1039 b,0.93488424,2.73000,1.460,4.82000,324.00,0.79,0.74,4.370
1252,Kepler-104 b,11.42754800,19.60000,3.100,3.62000,403.00,1.01,1.35,3.720
1253,Kepler-104 c,23.66820500,9.96000,3.130,1.78000,403.00,1.01,1.35,3.720
1254,Kepler-104 d,51.75539400,12.50000,3.580,1.50000,403.00,1.01,1.35,3.720
1255,Kepler-1040 b,201.12140000,4.98000,2.080,3.04000,473.00,0.98,0.96,4.170
1256,Kepler-1041 b,24.75764210,8.96000,2.940,1.94000,979.00,1.06,1.08,3.550
1257,Kepler-1042 b,10.13202575,5.43000,2.190,2.84000,659.00,0.75,0.72,4.790
1258,Kepler-1043 b,38.50533980,7.04000,2.550,2.33000,838.00,0.92,0.90,4.470
1259,Kepler-1044 b,6.77408868,7.61000,2.670,2.20000,1507.00,1.08,1.11,3.550
1260,Kepler-1045 b,26.41045478,7.70000,2.690,2.17000,971.00,0.86,0.82,4.470
1261,Kepler-1046 b,14.37508035,3.57000,1.710,3.92000,518.00,1.04,1.04,3.630
1262,Kepler-1047 b,56.18868870,5.02000,2.090,3.02000,566.00,1.08,1.13,4.470
1263,Kepler-1047 c,3.18897601,0.93700,0.990,5.31000,566.00,1.08,1.13,4.470
1264,Kepler-1048 b,6.92101021,3.22000,1.610,4.24000,415.00,0.75,0.70,3.980
1265,Kepler-1049 b,3.27346074,0.80900,0.950,5.18000,129.00,0.51,0.49,3.800
1266,Kepler-105 b,5.41220000,5.10000,4.810,0.25200,524.00,0.96,0.89,3.470
1267,Kepler-105 c,7.12620000,4.60000,1.310,11.20000,524.00,0.96,0.89,3.470
1268,Kepler-1050 b,15.37875460,3.19000,1.600,4.28000,555.00,1.09,1.13,3.550
1269,Kepler-1050 c,21.12845690,2.79000,1.480,4.73000,555.00,1.09,1.13,3.550
1270,Kepler-1051 b,25.96200249,11.50000,3.400,1.61000,1021.00,1.43,1.73,1.740
1271,Kepler-1052 b,34.85382760,8.91000,2.930,1.95000,1051.00,1.03,1.03,3.550
1272,Kepler-1053 b,2.41435165,0.90400,0.980,5.28000,171.00,0.74,0.69,3.090
1273,Kepler-1054 b,4.30655689,7.41000,2.630,2.24000,1050.00,1.22,1.34,2.820
1274,Kepler-1055 b,2.29503623,2.04000,1.230,6.02000,422.00,0.98,0.94,3.090
1275,Kepler-1056 b,27.49560600,9.32000,3.010,1.88000,971.00,1.12,1.20,2.950
1276,Kepler-1057 b,14.08827448,11.20000,3.360,1.62000,1462.00,1.07,1.10,3.090
1277,Kepler-1058 b,110.96546000,7.85000,2.720,2.14000,525.00,0.73,0.69,3.390
1278,Kepler-1059 b,3.76419105,3.64000,1.730,3.86000,673.00,0.75,0.72,5.370
1279,Kepler-106 b,6.16486000,5.30000,0.820,,451.00,1.00,1.04,4.830
1280,Kepler-106 c,13.57080000,10.44000,2.500,3.28000,451.00,1.00,1.04,4.830
1281,Kepler-106 d,23.98020000,8.10000,0.950,,451.00,1.00,1.04,4.830
1282,Kepler-106 e,43.84450000,11.17000,2.560,3.10000,451.00,1.00,1.04,4.830
1283,Kepler-1060 b,46.87793670,6.26000,2.380,2.55000,861.00,0.99,0.99,4.270
1284,Kepler-1061 b,2.75798267,4.58000,1.980,3.24000,585.00,1.09,1.07,2.140
1285,Kepler-1062 b,9.30412078,3.75000,1.760,3.78000,388.00,0.75,0.70,2.450
1286,Kepler-1063 b,14.07971466,2.83000,1.490,4.70000,365.00,1.09,1.14,3.390
1287,Kepler-1064 b,16.54080322,3.02000,1.550,4.46000,374.00,0.85,0.79,3.890
1288,Kepler-1065 b,3.60930891,13.40000,3.730,1.42000,1078.00,0.94,0.93,4.470
1289,Kepler-1065 c,2.37030743,3.19000,1.600,4.28000,1078.00,0.94,0.93,4.470
1290,Kepler-1066 b,1.93155984,6.17000,2.360,2.58000,399.00,0.98,0.98,3.800
1291,Kepler-1067 b,0.76212926,0.43700,0.800,4.69000,689.00,0.95,0.93,4.790
1292,Kepler-1068 b,16.92344113,12.80000,3.630,1.47000,1532.00,1.01,1.01,4.170
1293,Kepler-1069 b,23.89902960,3.19000,1.600,4.28000,435.00,0.99,0.98,4.370
1294,Kepler-107 b,3.17999700,3.05000,1.560,4.41000,512.00,1.16,1.41,5.370
1295,Kepler-107 c,4.90142500,3.93000,1.810,3.64000,512.00,1.16,1.41,5.370
1296,Kepler-107 d,7.95820300,1.24000,1.070,5.56000,512.00,1.16,1.41,5.370
1297,Kepler-107 e,14.74904900,11.80000,3.450,1.58000,512.00,1.16,1.41,5.370
1298,Kepler-1070 b,6.22161470,3.64000,1.730,3.86000,1040.00,1.21,1.32,2.750
1299,Kepler-1071 b,6.17998440,6.26000,2.380,2.55000,964.00,0.86,0.81,4.270
1300,Kepler-1072 b,1.56906650,3.12000,1.580,4.35000,976.00,1.20,1.32,2.880
1301,Kepler-1073 b,8.67888593,5.90000,2.300,2.66000,837.00,1.00,1.00,3.720
1302,Kepler-1073 c,4.02582254,3.33000,1.640,4.15000,837.00,1.00,1.00,3.720
1303,Kepler-1074 b,5.94566534,2.10000,1.250,5.91000,245.00,0.60,0.57,3.550
1304,Kepler-1075 b,1.52372816,2.60000,1.420,4.99000,265.00,0.56,0.54,2.950
1305,Kepler-1076 b,6.14727918,0.43700,0.800,4.69000,199.00,0.79,0.74,3.720
1306,Kepler-1077 b,34.35118740,8.10000,2.770,2.09000,1098.00,1.02,1.02,4.170
1307,Kepler-1078 b,3.00725242,4.27000,1.900,3.42000,1215.00,0.94,0.92,4.370
1308,Kepler-1079 b,13.24503188,3.29000,1.630,4.17000,481.00,1.08,1.36,6.610
1309,Kepler-108 b,49.18392100,56.00000,8.650,0.47500,729.00,1.36,2.19,3.890
1310,Kepler-108 c,190.32349400,50.90000,8.180,0.51100,729.00,1.36,2.19,3.890
1311,Kepler-1080 b,77.25483960,10.80000,3.280,1.68000,688.00,1.10,1.16,3.890
1312,Kepler-1081 b,3.85691855,1.01000,1.010,5.39000,425.00,0.88,0.84,4.680
1313,Kepler-1082 b,1.54320660,1.46000,1.120,5.71000,628.00,1.03,1.14,5.750
1314,Kepler-1083 b,33.41779930,11.20000,3.360,1.62000,912.00,0.81,0.77,4.680
1315,Kepler-1084 b,2.05333679,1.41000,1.110,5.67000,427.00,1.12,1.28,4.070
1316,Kepler-1085 b,219.32175280,41.20000,7.220,0.60200,1518.00,1.11,1.14,3.390
1317,Kepler-1086 b,18.78425728,6.53000,2.440,2.47000,464.00,0.70,0.66,2.880
1318,Kepler-1086 c,161.51633450,8.96000,2.940,1.94000,464.00,0.70,0.66,2.880
